195.49567,826.0
195.765095591,832.0
196.034514361,852.0
196.30392631,833.0
196.573331437,821.0
196.84272974,825.0
197.112121217,835.0
197.381505868,823.0
197.65088369,817.0
197.920254683,821.0
198.189618846,821.0
198.458976176,822.0
198.728326672,810.0
198.997670334,808.0
199.267007159,831.0
199.536337147,827.0
199.805660296,813.0
200.074976604,822.0
200.344286071,819.0
200.613588695,826.0
200.882884474,829.0
201.152173407,825.0
201.421455493,825.0
201.690730731,827.0
201.959999119,827.0
202.229260655,826.0
202.498515339,838.0
202.767763169,835.0
203.037004143,816.0
203.306238261,816.0
203.575465521,826.0
203.844685921,825.0
204.11389946,838.0
204.383106137,837.0
204.652305951,843.0
204.9214989,829.0
205.190684982,830.0
205.459864197,827.0
205.729036543,844.0
205.998202019,827.0
206.267360622,819.0
206.536512353,822.0
206.805657209,832.0
207.07479519,832.0
207.343926293,837.0
207.613050518,822.0
207.882167863,817.0
208.151278326,831.0
208.420381907,814.0
208.689478604,813.0
208.958568415,835.0
209.22765134,820.0
209.496727377,839.0
209.765796524,836.0
210.034858781,830.0
210.303914145,842.0
210.572962616,828.0
210.842004192,822.0
211.111038871,824.0
211.380066653,837.0
211.649087536,828.0
211.918101519,821.0
212.1871086,817.0
212.456108778,824.0
212.725102051,833.0
212.994088419,846.0
213.263067879,848.0
213.532040431,836.0
213.801006073,832.0
214.069964803,832.0
214.338916621,845.0
214.607861525,826.0
214.876799514,819.0
215.145730586,834.0
215.41465474,833.0
215.683571974,844.0
215.952482288,828.0
216.221385679,811.0
216.490282147,823.0
216.75917169,827.0
217.028054307,829.0
217.296929996,830.0
217.565798756,829.0
217.834660586,826.0
218.103515483,823.0
218.372363448,847.0
218.641204479,846.0
218.910038573,841.0
219.178865731,834.0
219.44768595,818.0
219.716499229,825.0
219.985305567,828.0
220.254104962,840.0
220.522897413,821.0
220.791682918,827.0
221.060461477,836.0
221.329233088,834.0
221.59799775,814.0
221.866755461,835.0
222.135506219,830.0
222.404250024,830.0
222.672986874,829.0
222.941716768,835.0
223.210439704,818.0
