195.49567,813.0
195.765095591,768.0
196.034514361,798.0
196.30392631,806.0
196.573331437,808.0
196.84272974,804.0
197.112121217,806.0
197.381505868,816.0
197.65088369,803.0
197.920254683,798.0
198.189618846,818.0
198.458976176,807.0
198.728326672,817.0
198.997670334,809.0
199.267007159,798.0
199.536337147,808.0
199.805660296,820.0
200.074976604,812.0
200.344286071,804.0
200.613588695,804.0
200.882884474,814.0
201.152173407,812.0
201.421455493,814.0
201.690730731,807.0
201.959999119,817.0
202.229260655,824.0
202.498515339,829.0
202.767763169,804.0
203.037004143,817.0
203.306238261,817.0
203.575465521,819.0
203.844685921,813.0
204.11389946,808.0
204.383106137,815.0
204.652305951,820.0
204.9214989,823.0
205.190684982,824.0
205.459864197,814.0
205.729036543,802.0
205.998202019,823.0
206.267360622,833.0
206.536512353,827.0
206.805657209,819.0
207.07479519,806.0
207.343926293,804.0
207.613050518,819.0
207.882167863,832.0
208.151278326,821.0
208.420381907,814.0
208.689478604,827.0
208.958568415,829.0
209.22765134,823.0
209.496727377,798.0
209.765796524,812.0
210.034858781,812.0
210.303914145,819.0
210.572962616,837.0
210.842004192,818.0
211.111038871,824.0
211.380066653,817.0
211.649087536,822.0
211.918101519,826.0
212.1871086,826.0
212.456108778,823.0
212.725102051,816.0
212.994088419,816.0
213.263067879,829.0
213.532040431,802.0
213.801006073,813.0
214.069964803,816.0
214.338916621,818.0
214.607861525,823.0
214.876799514,828.0
215.145730586,818.0
215.41465474,812.0
215.683571974,824.0
215.952482288,822.0
216.221385679,814.0
216.490282147,816.0
216.75917169,809.0
217.028054307,828.0
217.296929996,819.0
217.565798756,807.0
217.834660586,808.0
218.103515483,829.0
218.372363448,830.0
218.641204479,819.0
218.910038573,808.0
219.178865731,822.0
219.44768595,829.0
219.716499229,812.0
219.985305567,799.0
220.254104962,812.0
220.522897413,811.0
220.791682918,809.0
221.060461477,812.0
221.329233088,814.0
221.59799775,813.0
221.866755461,817.0
222.135506219,824.0
222.404250024,813.0
222.672986874,812.0
222.941716768,824.0
223.210439704,830.0
223.479155681,826.0
223.747864698,823.0
224.016566753,829.0
224.285261845,821.0
224.553949972,820.0
224.822631134,828.0
225.091305329,827.0
225.359972555,818.0
225.628632811,821.0
225.897286096,829.0
226.165932408,826.0
226.434571746,819.0
226.703204109,812.0
226.971829495,814.0
227.240447903,811.0
227.509059331,821.0
227.777663779,821.0
228.046261245,823.0
228.314851727,817.0
228.583435224,823.0
228.852011735,805.0
229.120581258,814.0
229.389143792,820.0
229.657699336,812.0
229.926247888,814.0
230.194789447,803.0
230.463324012,804.0
230.73185158,809.0
231.000372152,807.0
231.268885725,812.0
231.537392298,815.0
231.80589187,820.0
232.074384439,818.0
232.342870005,817.0
232.611348564,841.0
232.879820118,836.0
233.148284663,824.0
233.416742198,822.0
233.685192723,818.0
233.953636236,816.0
234.222072735,806.0
234.490502219,810.0
234.758924687,813.0
235.027340137,810.0
235.295748568,812.0
235.564149979,814.0
235.832544368,819.0
236.100931735,830.0
236.369312076,826.0
236.637685392,822.0
236.906051681,824.0
237.174410941,809.0
237.442763171,819.0
237.71110837,813.0
237.979446536,816.0
238.247777669,815.0
238.516101766,818.0
238.784418826,829.0
239.052728848,817.0
239.321031831,807.0
239.589327772,810.0
239.857616672,819.0
240.125898528,828.0
240.394173339,825.0
240.662441104,817.0
240.930701822,816.0
241.19895549,832.0
241.467202108,836.0
241.735441674,829.0
242.003674187,818.0
242.271899646,828.0
242.540118049,824.0
242.808329395,824.0
243.076533682,824.0
243.344730909,812.0
243.612921075,816.0
243.881104178,822.0
244.149280218,817.0
244.417449192,817.0
244.685611099,824.0
244.953765938,812.0
245.221913708,826.0
245.490054407,834.0
245.758188033,825.0
246.026314587,819.0
246.294434065,805.0
246.562546467,812.0
246.830651791,810.0
247.098750037,823.0
247.366841202,821.0
247.634925285,824.0
247.903002285,821.0
248.171072201,824.0
248.439135031,819.0
248.707190774,821.0
248.975239428,819.0
249.243280992,825.0
249.511315465,836.0
249.779342845,813.0
250.047363132,816.0
250.315376323,811.0
250.583382417,811.0
250.851381413,807.0
251.11937331,802.0
251.387358106,814.0
251.6553358,812.0
251.92330639,801.0
252.191269875,798.0
252.459226254,812.0
252.727175526,831.0
252.995117688,821.0
253.26305274,809.0
253.53098068,807.0
253.798901508,828.0
254.06681522,823.0
254.334721817,823.0
254.602621297,815.0
254.870513658,812.0
255.1383989,813.0
255.40627702,809.0
255.674148017,806.0
255.942011891,816.0
256.209868639,800.0
256.47771826,807.0
256.745560753,810.0
257.013396117,813.0
257.28122435,822.0
257.549045451,826.0
257.816859418,819.0
258.08466625,811.0
258.352465946,811.0
258.620258505,819.0
258.888043924,825.0
259.155822203,820.0
259.423593341,813.0
259.691357335,818.0
259.959114185,820.0
260.226863889,829.0
260.494606445,836.0
260.762341854,831.0
261.030070112,818.0
261.297791219,810.0
261.565505173,818.0
261.833211974,811.0
262.100911619,812.0
262.368604107,811.0
262.636289437,819.0
262.903967608,814.0
263.171638618,802.0
263.439302466,800.0
263.70695915,809.0
263.97460867,800.0
264.242251023,793.0
264.509886208,820.0
264.777514225,809.0
265.045135071,797.0
265.312748745,817.0
